he2022
105
pe
wavel  k
17.9224301095  n  1.51291
17.9312099613  n  1.51287
17.9400000287  n  1.51277
17.9487800331  n  1.51267
17.9575599289  n  1.51257
17.9663500325  n  1.51248
17.9751300056  n  1.51238
17.9839101553  n  1.51231
17.9926998579  n  1.51225
18.0014800097  n  1.51219
18.0102599768  n  1.51213
18.0190501362  n  1.51207
18.0278300299  n  1.51201
18.0366100256  n  1.51189
18.0453998802  n  1.51177
18.0541800527  n  1.51165
18.0629700786  n  1.51153
18.0717500524  n  1.5114
18.0805300662  n  1.51129
18.0893199244  n  1.5112
18.0980999909  n  1.51111
18.1068800604  n  1.51102
18.1156699658  n  1.51093
18.1244500136  n  1.51084
18.1332300271  n  1.51075
18.1420198679  n  1.51067
18.1508001145  n  1.51058
18.1595799602  n  1.51049
18.1683699544  n  1.51041
18.1771499592  n  1.51032
18.1859298552  n  1.5103
18.1947198923  n  1.51042
18.2034998741  n  1.51053
18.2122800414  n  1.51065
18.2210700108  n  1.51076
18.2298498588  n  1.51088
18.2386398352  n  1.51093
18.247419979  n  1.51088
18.256199915  n  1.51082
18.2649899722  n  1.51076
18.2737701319  n  1.51071
18.2825500464  n  1.51065
18.2913400748  n  1.51059
18.3001201403  n  1.51053
18.3088999233  n  1.51048
18.3176901481  n  1.51042
18.3264700092  n  1.51036
18.3352498864  n  1.5103
18.3440398628  n  1.51022
18.3528200824  n  1.51009
18.3615999454  n  1.50997
18.3703899001  n  1.50984
18.3791700338  n  1.50972
18.3879599169  n  1.50959
18.3967399358  n  1.50953
18.4055198743  n  1.50968
18.4143098928  n  1.50982
18.4230899829  n  1.50997
18.4318699565  n  1.51011
18.440660003  n  1.51025
18.4494400567  n  1.51038
18.4582199576  n  1.51041
18.4670099241  n  1.51044
18.4757898331  n  1.51047
18.4845698944  n  1.51049
18.4933600146  n  1.51052
18.502140013  n  1.51055
18.5109201286  n  1.51058
18.5197099532  n  1.51062
18.5284899342  n  1.51065
18.537269997  n  1.51069
18.5460601047  n  1.51072
18.5548399614  n  1.51075
18.5636298579  n  1.51067
18.5724101498  n  1.51056
18.58119012  n  1.51045
18.5899801234  n  1.51034
18.5987601137  n  1.51023
18.6075400916  n  1.51012
18.6163300958  n  1.51011
18.6251100232  n  1.51017
18.6338899028  n  1.51022
18.6426801493  n  1.51028
18.6514599076  n  1.51033
18.6602399308  n  1.51039
18.6690299667  n  1.51048
18.677810147  n  1.51063
18.6865898603  n  1.51078
18.6953799285  n  1.51093
18.7041600783  n  1.51108
18.7129498797  n  1.51123
18.7217300706  n  1.51138
18.7305100848  n  1.51159
18.7393000939  n  1.51179
18.7480800794  n  1.51199
18.7568598526  n  1.5122
18.7656499656  n  1.5124
18.7744299923  n  1.51261
18.7832101242  n  1.51278
18.7919998848  n  1.51295
18.8007798488  n  1.51311
18.8095598836  n  1.51327
18.8183498934  n  1.51344
18.827130045  n  1.5136
18.8359098786  n  1.51374
18.8447000355  n  1.51385
18.8534799169  n  1.51395
18.862260156  n  1.51406
18.8710500015  n  1.51416
18.879829864  n  1.51427
18.8886200409  n  1.51438
18.8973998368  n  1.51438
18.9061799349  n  1.51438
18.9149699844  n  1.51439
18.9237499477  n  1.51439
18.9325298216  n  1.51439
18.941319999  n  1.51439
18.9501000281  n  1.51452
18.9588799336  n  1.51475
18.9676701373  n  1.51499
18.9764501305  n  1.51522
18.9852299657  n  1.51546
18.9940200937  n  1.51569
19.0027999486  n  1.51593
19.0115799724  n  1.51613
19.0203699222  n  1.51633
19.0291498984  n  1.51653
19.0379401588  n  1.51674
19.0467200424  n  1.51694
19.0555000395  n  1.51714
19.0642899521  n  1.51748
19.0730701524  n  1.51793
19.0818500693  n  1.51838
19.0906398955  n  1.51883
19.0994199487  n  1.51929
19.108200049  n  1.51974
19.1169900529  n  1.52019
19.1257698577  n  1.52024
19.134550042  n  1.52027
19.1433401239  n  1.5203
19.1521199453  n  1.52034
19.1609001139  n  1.52037
19.1696901741  n  1.52041
19.1784699121  n  1.52042
19.1872499649  n  1.52042
19.196039903  n  1.52041
19.2048198259  n  1.52041
19.2136099991  n  1.5204
19.222390117  n  1.5204
19.2311701267  n  1.52039
19.2399600117  n  1.52041
19.2487401507  n  1.52045
19.2575201483  n  1.52048
19.2663100152  n  1.52051
19.2750900764  n  1.52054
19.2838699626  n  1.52057
19.2926600843  n  1.52063
19.3014399685  n  1.521
19.310220017  n  1.52138
19.3190099232  n  1.52175
19.3277899041  n  1.52212
19.3365700173  n  1.5225
19.3453599825  n  1.52287
19.3541399628  n  1.52318
19.3629301659  n  1.52337
19.3717099693  n  1.52356
19.3804898508  n  1.52375
19.3892799502  n  1.52394
19.3980599651  n  1.52412
19.4068400262  n  1.52431
19.4156299238  n  1.5243
19.424410054  n  1.52413
19.4331898205  n  1.52397
19.4419801735  n  1.52381
19.4507599441  n  1.52364
19.4595400745  n  1.52348
19.4683300304  n  1.52332
19.4771101009  n  1.52329
19.4858901208  n  1.52331
19.4946799603  n  1.52332
19.5034598553  n  1.52333
19.5122400477  n  1.52335
19.5210300545  n  1.52336
19.5298100579  n  1.52337
19.5385998717  n  1.5234
19.5473800246  n  1.52342
19.5561600408  n  1.52344
19.5649498619  n  1.52347
19.5737299639  n  1.52349
19.582509897  n  1.52351
19.591300013  n  1.52354
19.6000799683  n  1.52351
19.6088601066  n  1.52348
19.617650039  n  1.52345
19.6264301363  n  1.52343
19.6352099999  n  1.5234
19.6440000378  n  1.52337
19.6527801825  n  1.52335
19.6615600614  n  1.52333
19.6703501102  n  1.5233
19.6791298204  n  1.52328
19.6879200848  n  1.52326
19.6966999716  n  1.52324
19.7054799265  n  1.52322
19.7142700443  n  1.52319
19.7230501137  n  1.52311
19.731829831  n  1.52304
19.7406200963  n  1.52297
19.7493998651  n  1.52289
19.7581800298  n  1.52282
19.7669699585  n  1.52275
19.775750113  n  1.52268
19.7845298509  n  1.52268
19.7933201305  n  1.52267
19.802100187  n  1.52267
19.8108801869  n  1.52266
19.8196699403  n  1.52266
19.8284498043  n  1.52265
19.8372299736  n  1.52263
19.8460198916  n  1.52237
19.8547998631  n  1.52211
19.863589974  n  1.52185
19.8723701005  n  1.52159
19.8811500872  n  1.52133
19.8899398136  n  1.52108
19.8987198935  n  1.52082
19.9074998022  n  1.52011
19.9162898422  n  1.5194
19.9250701796  n  1.51868
19.9338499177  n  1.51797
19.9426401806  n  1.51725
19.9514198887  n  1.51654
19.9602001593  n  1.51583
19.9689901552  n  1.51529
19.9777699363  n  1.51478
19.9865498514  n  1.51428
19.9953398861  n  1.51377
