mastrapa2008Ia
97.5
ne
wavel, n, k
1.331931 1.289786 1.210778E-05
1.332102 1.289786 1.100845E-05
1.332273 1.289786 1.106217E-05
1.332444 1.289785 1.171631E-05
1.332615 1.289786 1.237738E-05
1.332787 1.289786 1.177015E-05
1.332958 1.289785 1.034121E-05
1.333129 1.289785 1.080212E-05
1.333301 1.289784 1.107972E-05
1.333472 1.289784 1.200978E-05
1.333644 1.289784 1.173268E-05
1.333815 1.289784 1.089880E-05
1.333987 1.289783 1.238580E-05
1.334158 1.289784 1.236113E-05
1.334330 1.289783 1.082851E-05
1.334502 1.289783 1.210966E-05
1.334674 1.289783 1.166918E-05
1.334845 1.289782 1.189969E-05
1.335017 1.289782 1.159115E-05
1.335189 1.289781 1.184677E-05
1.335361 1.289781 1.297536E-05
1.335533 1.289781 1.313378E-05
1.335705 1.289782 1.265654E-05
1.335877 1.289781 1.210916E-05
1.336049 1.289781 1.252660E-05
1.336222 1.289781 1.320467E-05
1.336394 1.289781 1.245634E-05
1.336566 1.289780 1.161901E-05
1.336738 1.289780 1.288627E-05
1.336911 1.289780 1.269835E-05
1.337083 1.289779 1.172824E-05
1.337256 1.289779 1.221776E-05
1.337428 1.289778 1.303385E-05
1.337601 1.289779 1.448012E-05
1.337773 1.289779 1.351469E-05
1.337946 1.289779 1.242784E-05
1.338118 1.289778 1.305177E-05
1.338291 1.289778 1.377949E-05
1.338464 1.289778 1.370859E-05
1.338637 1.289778 1.308978E-05
1.338810 1.289778 1.309876E-05
1.338982 1.289777 1.369857E-05
1.339155 1.289777 1.267616E-05
1.339328 1.289777 1.311315E-05
1.339501 1.289776 1.317690E-05
1.339674 1.289776 1.356262E-05
1.339847 1.289776 1.366971E-05
1.340021 1.289776 1.341277E-05
1.340194 1.289775 1.379723E-05
1.340367 1.289775 1.500583E-05
1.340540 1.289776 1.375137E-05
1.340714 1.289775 1.305173E-05
1.340887 1.289774 1.401147E-05
1.341060 1.289774 1.410180E-05
1.341234 1.289774 1.451578E-05
1.341407 1.289774 1.362869E-05
1.341581 1.289773 1.414110E-05
1.341755 1.289773 1.471784E-05
1.341928 1.289773 1.584230E-05
1.342102 1.289773 1.472353E-05
1.342276 1.289773 1.532979E-05
1.342449 1.289773 1.492329E-05
1.342623 1.289773 1.626877E-05
1.342797 1.289773 1.541175E-05
1.342971 1.289773 1.490944E-05
1.343145 1.289772 1.522658E-05
1.343319 1.289773 1.564980E-05
1.343493 1.289773 1.498870E-05
1.343667 1.289772 1.443752E-05
1.343841 1.289771 1.477491E-05
1.344016 1.289771 1.550765E-05
1.344190 1.289771 1.559106E-05
1.344364 1.289771 1.501931E-05
1.344538 1.289771 1.558930E-05
1.344713 1.289771 1.620003E-05
1.344887 1.289771 1.533420E-05
1.345062 1.289770 1.506148E-05
1.345236 1.289770 1.602809E-05
1.345411 1.289770 1.641206E-05
1.345585 1.289770 1.542392E-05
1.345760 1.289770 1.506739E-05
1.345935 1.289769 1.476272E-05
1.346109 1.289769 1.532421E-05
1.346284 1.289769 1.519890E-05
1.346459 1.289768 1.512109E-05
1.346634 1.289768 1.572526E-05
1.346809 1.289768 1.688987E-05
1.346984 1.289769 1.563173E-05
1.347159 1.289768 1.482557E-05
1.347334 1.289767 1.539534E-05
1.347509 1.289767 1.614944E-05
1.347684 1.289767 1.518482E-05
1.347859 1.289766 1.516107E-05
1.348034 1.289766 1.575778E-05
1.348210 1.289766 1.680880E-05
1.348385 1.289766 1.599115E-05
1.348560 1.289765 1.555232E-05
1.348736 1.289765 1.658277E-05
1.348911 1.289765 1.692797E-05
1.349087 1.289765 1.661079E-05
1.349262 1.289765 1.637747E-05
1.349438 1.289764 1.734280E-05
1.349613 1.289765 1.714125E-05
1.349789 1.289764 1.673756E-05
1.349965 1.289764 1.702830E-05
1.350141 1.289764 1.687176E-05
1.350316 1.289764 1.715904E-05
1.350492 1.289763 1.661851E-05
1.350668 1.289763 1.689318E-05
1.350844 1.289763 1.707160E-05
1.351020 1.289762 1.750071E-05
1.351196 1.289762 1.743393E-05
1.351372 1.289762 1.751627E-05
1.351548 1.289761 1.829508E-05
1.351725 1.289762 1.906694E-05
1.351901 1.289762 1.878439E-05
1.352077 1.289762 1.799235E-05
1.352254 1.289761 1.847310E-05
1.352430 1.289761 1.877111E-05
1.352606 1.289761 1.926447E-05
1.352783 1.289761 1.816001E-05
1.352959 1.289761 1.822180E-05
1.353136 1.289761 1.935536E-05
1.353312 1.289761 1.951324E-05
1.353489 1.289761 1.862774E-05
1.353666 1.289760 1.864600E-05
1.353843 1.289760 1.960857E-05
1.354019 1.289761 1.929724E-05
1.354196 1.289761 1.875687E-05
1.354373 1.289760 1.824735E-05
1.354550 1.289760 1.879732E-05
1.354727 1.289760 1.910195E-05
1.354904 1.289760 1.793345E-05
1.355081 1.289759 1.837011E-05
1.355258 1.289759 1.872915E-05
1.355435 1.289759 1.892618E-05
1.355613 1.289759 1.780039E-05
1.355790 1.289758 1.794266E-05
1.355967 1.289758 1.899583E-05
1.356144 1.289758 1.856489E-05
1.356322 1.289758 1.837439E-05
1.356499 1.289758 1.708999E-05
1.356677 1.289757 1.821855E-05
1.356854 1.289757 1.895539E-05
1.357032 1.289757 1.825516E-05
1.357209 1.289757 1.735265E-05
1.357387 1.289756 1.808219E-05
1.357565 1.289756 1.834774E-05
1.357743 1.289756 1.855505E-05
1.357920 1.289756 1.825252E-05
1.358098 1.289756 1.779223E-05
1.358276 1.289755 1.854226E-05
1.358454 1.289755 1.816666E-05
1.358632 1.289755 1.766415E-05
1.358810 1.289754 1.732489E-05
1.358988 1.289754 1.886080E-05
1.359166 1.289754 1.848892E-05
1.359345 1.289754 1.761026E-05
1.359523 1.289753 1.731113E-05
1.359701 1.289753 1.880239E-05
1.359879 1.289753 1.775218E-05
1.360058 1.289752 1.845281E-05
1.360236 1.289752 1.818765E-05
1.360415 1.289752 1.854218E-05
1.360593 1.289752 1.895501E-05
1.360772 1.289752 1.872750E-05
1.360950 1.289752 1.853658E-05
1.361129 1.289752 1.959838E-05
1.361308 1.289752 1.823007E-05
1.361486 1.289751 1.793313E-05
1.361665 1.289751 1.820262E-05
1.361844 1.289751 1.854076E-05
1.362023 1.289751 1.840478E-05
1.362202 1.289750 1.783407E-05
1.362381 1.289750 1.774744E-05
1.362560 1.289749 1.835443E-05
1.362739 1.289749 1.853977E-05
1.362918 1.289749 1.850589E-05
1.363097 1.289749 1.783151E-05
1.363276 1.289748 1.835554E-05
1.363456 1.289748 1.888527E-05
1.363635 1.289748 1.823645E-05
1.363814 1.289748 1.782658E-05
1.363994 1.289747 1.903294E-05
1.364173 1.289747 1.804973E-05
1.364353 1.289747 1.896900E-05
1.364532 1.289747 1.744564E-05
1.364712 1.289746 1.792575E-05
1.364891 1.289746 1.873236E-05
1.365071 1.289746 1.768507E-05
1.365251 1.289746 1.729157E-05
1.365431 1.289745 1.829912E-05
1.365610 1.289745 1.820820E-05
1.365790 1.289745 1.809456E-05
1.365970 1.289745 1.679337E-05
1.366150 1.289744 1.729656E-05
1.366330 1.289744 1.727284E-05
1.366510 1.289743 1.617998E-05
1.366690 1.289742 1.699142E-05
1.366871 1.289742 1.755148E-05
1.367051 1.289742 1.784618E-05
1.367231 1.289742 1.818512E-05
1.367411 1.289742 1.726965E-05
1.367592 1.289742 1.637967E-05
1.367772 1.289741 1.723232E-05
1.367953 1.289741 1.667629E-05
1.368133 1.289740 1.697461E-05
1.368314 1.289740 1.703526E-05
1.368494 1.289740 1.672012E-05
1.368675 1.289739 1.645607E-05
1.368855 1.289738 1.619004E-05
1.369036 1.289737 1.586503E-05
1.369217 1.289737 1.730763E-05
1.369398 1.289737 1.729664E-05
1.369579 1.289737 1.784612E-05
1.369760 1.289736 1.670340E-05
1.369941 1.289736 1.721606E-05
1.370122 1.289735 1.690242E-05
1.370303 1.289734 1.665373E-05
1.370484 1.289734 1.743671E-05
1.370665 1.289733 1.802910E-05
1.370846 1.289733 1.797395E-05
1.371027 1.289733 1.852797E-05
1.371209 1.289733 1.829502E-05
1.371390 1.289732 1.898608E-05
1.371571 1.289732 1.841117E-05
1.371753 1.289732 1.759208E-05
1.371934 1.289731 1.856721E-05
1.372116 1.289731 1.948394E-05
1.372297 1.289731 1.877995E-05
1.372479 1.289730 1.890667E-05
1.372661 1.289730 1.919624E-05
1.372843 1.289729 1.976662E-05
1.373024 1.289729 2.004977E-05
1.373206 1.289729 1.923350E-05
1.373388 1.289729 1.951329E-05
1.373570 1.289728 1.994953E-05
1.373752 1.289728 2.020997E-05
1.373934 1.289728 1.879758E-05
1.374116 1.289727 1.928389E-05
1.374298 1.289726 1.975751E-05
1.374480 1.289726 2.036590E-05
1.374663 1.289726 1.954875E-05
1.374845 1.289726 2.037194E-05
1.375027 1.289725 1.986651E-05
1.375210 1.289725 2.047538E-05
1.375392 1.289725 1.937917E-05
1.375574 1.289724 1.982687E-05
1.375757 1.289723 1.982548E-05
1.375939 1.289723 2.083375E-05
1.376122 1.289723 2.037656E-05
1.376305 1.289722 1.961532E-05
1.376487 1.289721 2.068773E-05
1.376670 1.289721 2.087770E-05
1.376853 1.289721 2.014915E-05
1.377036 1.289720 2.094525E-05
1.377219 1.289720 2.088098E-05
1.377402 1.289719 2.075185E-05
1.377585 1.289719 2.095077E-05
1.377768 1.289718 2.046532E-05
1.377951 1.289717 2.120326E-05
1.378134 1.289717 2.191683E-05
1.378317 1.289716 2.135945E-05
1.378500 1.289715 2.200204E-05
1.378684 1.289715 2.315828E-05
1.378867 1.289714 2.283603E-05
1.379050 1.289714 2.375891E-05
1.379234 1.289713 2.375780E-05
1.379417 1.289713 2.479580E-05
1.379601 1.289713 2.523988E-05
1.379784 1.289712 2.521718E-05
1.379968 1.289711 2.542689E-05
1.380152 1.289711 2.639924E-05
1.380335 1.289711 2.754241E-05
1.380519 1.289711 2.778523E-05
1.380703 1.289710 2.729604E-05
1.380887 1.289710 2.834920E-05
1.381071 1.289710 2.878379E-05
1.381255 1.289709 2.978449E-05
1.381439 1.289709 3.035536E-05
1.381623 1.289710 3.157992E-05
1.381807 1.289709 3.077889E-05
1.381991 1.289709 3.210604E-05
1.382175 1.289709 3.214880E-05
1.382360 1.289709 3.290408E-05
1.382544 1.289710 3.359372E-05
1.382728 1.289710 3.372224E-05
1.382913 1.289710 3.370438E-05
1.383097 1.289710 3.412238E-05
1.383282 1.289710 3.454733E-05
1.383466 1.289710 3.529198E-05
1.383651 1.289711 3.525080E-05
1.383836 1.289711 3.476216E-05
1.384020 1.289712 3.574465E-05
1.384205 1.289712 3.456069E-05
1.384390 1.289712 3.474641E-05
1.384575 1.289712 3.424066E-05
1.384760 1.289712 3.466513E-05
1.384945 1.289712 3.380220E-05
1.385130 1.289712 3.397268E-05
1.385315 1.289712 3.326425E-05
1.385500 1.289712 3.323968E-05
1.385685 1.289712 3.308818E-05
1.385870 1.289712 3.223988E-05
1.386055 1.289712 3.170603E-05
1.386241 1.289711 3.171410E-05
1.386426 1.289711 3.142976E-05
1.386611 1.289711 3.064810E-05
1.386797 1.289710 3.086196E-05
1.386982 1.289710 3.051871E-05
1.387168 1.289710 3.002146E-05
1.387354 1.289709 2.962654E-05
1.387539 1.289709 2.999758E-05
1.387725 1.289709 2.914561E-05
1.387911 1.289708 2.906996E-05
1.388096 1.289707 2.894532E-05
1.388282 1.289707 2.911544E-05
1.388468 1.289707 2.910952E-05
1.388654 1.289706 2.855384E-05
1.388840 1.289706 2.762540E-05
1.389026 1.289705 2.756692E-05
1.389212 1.289704 2.781501E-05
1.389398 1.289703 2.787277E-05
1.389585 1.289703 2.838293E-05
1.389771 1.289702 2.692902E-05
1.389957 1.289701 2.797921E-05
1.390143 1.289701 2.758531E-05
1.390330 1.289700 2.811782E-05
1.390516 1.289699 2.833101E-05
1.390703 1.289699 2.819227E-05
1.390889 1.289698 2.898097E-05
1.391076 1.289698 2.924236E-05
1.391263 1.289698 2.901766E-05
1.391449 1.289697 2.897490E-05
1.391636 1.289697 2.892974E-05
1.391823 1.289696 2.816083E-05
1.392010 1.289695 2.849733E-05
1.392197 1.289695 2.934053E-05
1.392383 1.289694 2.963194E-05
1.392571 1.289694 2.921687E-05
1.392758 1.289693 2.941570E-05
1.392945 1.289693 2.973490E-05
1.393132 1.289692 2.973353E-05
1.393319 1.289692 3.016320E-05
1.393506 1.289691 3.008139E-05
1.393694 1.289691 3.011509E-05
1.393881 1.289690 3.089125E-05
1.394068 1.289690 3.045269E-05
1.394256 1.289689 2.976398E-05
1.394443 1.289688 3.027627E-05
1.394631 1.289688 3.067732E-05
1.394818 1.289687 3.116051E-05
1.395006 1.289687 3.055637E-05
1.395194 1.289686 3.112533E-05
1.395381 1.289685 3.226950E-05
1.395569 1.289685 3.215839E-05
1.395757 1.289685 3.210051E-05
1.395945 1.289684 3.230074E-05
1.396133 1.289684 3.208126E-05
1.396321 1.289683 3.317644E-05
1.396509 1.289683 3.241828E-05
1.396697 1.289682 3.331456E-05
1.396885 1.289682 3.412008E-05
1.397074 1.289681 3.370867E-05
1.397262 1.289681 3.385096E-05
1.397450 1.289680 3.386538E-05
1.397638 1.289680 3.418636E-05
1.397827 1.289679 3.459837E-05
1.398015 1.289679 3.488012E-05
1.398204 1.289678 3.524283E-05
1.398392 1.289678 3.584372E-05
1.398581 1.289677 3.476565E-05
1.398770 1.289677 3.622315E-05
1.398958 1.289677 3.646531E-05
1.399147 1.289677 3.588272E-05
1.399336 1.289676 3.592485E-05
1.399525 1.289675 3.633773E-05
1.399714 1.289675 3.668186E-05
1.399903 1.289674 3.640943E-05
1.400092 1.289674 3.671379E-05
1.400281 1.289673 3.690149E-05
1.400470 1.289673 3.761194E-05
1.400659 1.289672 3.786878E-05
1.400848 1.289672 3.771012E-05
1.401038 1.289671 3.790132E-05
1.401227 1.289671 3.785112E-05
1.401416 1.289670 3.830293E-05
1.401606 1.289670 3.912217E-05
1.401795 1.289669 3.846029E-05
1.401985 1.289669 3.876137E-05
1.402174 1.289668 3.894240E-05
1.402364 1.289667 3.928965E-05
1.402554 1.289667 4.046493E-05
1.402743 1.289667 4.008517E-05
1.402933 1.289666 4.006287E-05
1.403123 1.289666 4.003063E-05
1.403313 1.289665 3.996530E-05
1.403503 1.289664 4.073338E-05
1.403693 1.289664 4.108608E-05
1.403883 1.289663 4.160497E-05
1.404073 1.289663 4.177155E-05
1.404263 1.289663 4.186646E-05
1.404453 1.289662 4.195857E-05
1.404644 1.289661 4.226343E-05
1.404834 1.289661 4.293460E-05
1.405024 1.289660 4.277550E-05
1.405215 1.289660 4.323475E-05
1.405405 1.289660 4.417750E-05
1.405596 1.289659 4.294384E-05
1.405786 1.289658 4.346269E-05
1.405977 1.289658 4.418035E-05
1.406168 1.289657 4.465166E-05
1.406358 1.289657 4.492959E-05
1.406549 1.289657 4.522759E-05
1.406740 1.289656 4.481684E-05
1.406931 1.289655 4.530635E-05
1.407122 1.289655 4.521117E-05
1.407313 1.289654 4.604111E-05
1.407504 1.289654 4.659661E-05
1.407695 1.289653 4.666956E-05
1.407886 1.289653 4.699974E-05
1.408077 1.289652 4.738792E-05
1.408268 1.289652 4.724339E-05
1.408460 1.289651 4.743189E-05
1.408651 1.289651 4.747656E-05
1.408842 1.289650 4.786128E-05
1.409034 1.289650 4.907722E-05
1.409225 1.289649 4.834319E-05
1.409417 1.289649 4.902618E-05
1.409608 1.289648 4.876395E-05
1.409800 1.289648 4.892690E-05
1.409992 1.289647 4.917208E-05
1.410184 1.289646 4.978630E-05
1.410375 1.289646 4.960708E-05
1.410567 1.289645 4.951957E-05
1.410759 1.289644 5.013277E-05
1.410951 1.289643 5.124354E-05
1.411143 1.289643 5.163928E-05
1.411335 1.289643 5.102196E-05
1.411527 1.289642 5.144452E-05
1.411720 1.289641 5.207489E-05
1.411912 1.289641 5.243673E-05
1.412104 1.289640 5.287363E-05
1.412296 1.289640 5.298695E-05
1.412489 1.289639 5.302629E-05
1.412681 1.289638 5.370387E-05
1.412874 1.289638 5.413012E-05
1.413066 1.289637 5.466125E-05
1.413259 1.289637 5.461535E-05
1.413451 1.289636 5.542403E-05
1.413644 1.289636 5.629239E-05
1.413837 1.289635 5.602366E-05
1.414030 1.289635 5.655102E-05
1.414223 1.289634 5.587439E-05
1.414415 1.289633 5.601015E-05
1.414608 1.289633 5.708201E-05
1.414801 1.289632 5.751959E-05
1.414995 1.289632 5.782085E-05
1.415188 1.289631 5.774804E-05
1.415381 1.289630 5.818184E-05
1.415574 1.289630 5.849815E-05
1.415767 1.289629 5.916550E-05
1.415961 1.289628 5.956641E-05
1.416154 1.289628 5.995384E-05
1.416347 1.289627 6.062613E-05
1.416541 1.289627 6.062830E-05
1.416735 1.289626 6.122106E-05
1.416928 1.289626 6.173143E-05
1.417122 1.289625 6.169305E-05
1.417315 1.289624 6.127207E-05
1.417509 1.289623 6.264940E-05
1.417703 1.289623 6.358263E-05
1.417897 1.289623 6.267536E-05
1.418091 1.289622 6.319643E-05
1.418285 1.289621 6.351521E-05
1.418479 1.289621 6.417752E-05
1.418673 1.289620 6.430562E-05
1.418867 1.289619 6.428214E-05
1.419061 1.289618 6.451511E-05
1.419255 1.289618 6.581652E-05
1.419450 1.289617 6.553363E-05
1.419644 1.289616 6.687271E-05
1.419838 1.289616 6.679979E-05
1.420033 1.289615 6.736302E-05
1.420227 1.289614 6.794521E-05
1.420422 1.289614 6.843612E-05
1.420617 1.289613 6.877088E-05
1.420811 1.289613 6.978668E-05
1.421006 1.289612 6.953029E-05
1.421201 1.289611 7.008481E-05
1.421395 1.289611 7.079358E-05
1.421590 1.289610 7.144797E-05
1.421785 1.289610 7.135149E-05
1.421980 1.289609 7.127529E-05
1.422175 1.289608 7.217121E-05
1.422370 1.289607 7.252968E-05
1.422566 1.289607 7.281337E-05
1.422761 1.289606 7.335674E-05
1.422956 1.289605 7.362249E-05
1.423151 1.289604 7.424968E-05
1.423347 1.289604 7.508276E-05
1.423542 1.289603 7.536754E-05
1.423737 1.289602 7.589824E-05
1.423933 1.289602 7.609575E-05
1.424129 1.289601 7.592707E-05
1.424324 1.289600 7.764498E-05
1.424520 1.289599 7.832554E-05
1.424716 1.289599 7.837742E-05
1.424911 1.289598 7.918346E-05
1.425107 1.289597 7.927133E-05
1.425303 1.289597 7.962277E-05
1.425499 1.289596 8.063436E-05
1.425695 1.289595 8.128470E-05
1.425891 1.289595 8.150880E-05
1.426087 1.289594 8.222440E-05
1.426283 1.289593 8.210548E-05
1.426480 1.289592 8.348189E-05
1.426676 1.289592 8.330270E-05
1.426872 1.289591 8.413192E-05
1.427069 1.289590 8.468210E-05
1.427265 1.289589 8.519335E-05
1.427461 1.289588 8.595378E-05
1.427658 1.289588 8.678887E-05
1.427855 1.289587 8.728756E-05
1.428051 1.289587 8.799330E-05
1.428248 1.289586 8.764519E-05
1.428445 1.289585 8.849607E-05
1.428641 1.289584 8.923034E-05
1.428838 1.289583 8.955845E-05
1.429035 1.289582 9.103248E-05
1.429232 1.289581 9.100611E-05
1.429429 1.289581 9.198883E-05
1.429626 1.289580 9.271566E-05
1.429823 1.289579 9.279438E-05
1.430021 1.289578 9.400374E-05
1.430218 1.289577 9.466461E-05
1.430415 1.289577 9.582031E-05
1.430613 1.289576 9.596977E-05
1.430810 1.289575 9.655633E-05
1.431007 1.289574 9.701548E-05
1.431205 1.289573 9.808045E-05
1.431402 1.289573 9.944984E-05
1.431600 1.289572 9.978326E-05
1.431798 1.289571 1.006055E-04
1.431996 1.289570 1.008277E-04
1.432193 1.289570 1.022530E-04
1.432391 1.289569 1.023026E-04
1.432589 1.289568 1.031375E-04
1.432787 1.289567 1.035813E-04
1.432985 1.289566 1.039734E-04
1.433183 1.289565 1.056292E-04
1.433381 1.289565 1.068444E-04
1.433579 1.289564 1.070877E-04
1.433778 1.289563 1.074262E-04
1.433976 1.289562 1.090189E-04
1.434174 1.289561 1.088094E-04
1.434373 1.289560 1.099283E-04
1.434571 1.289559 1.114509E-04
1.434770 1.289558 1.122251E-04
1.434968 1.289558 1.134088E-04
1.435167 1.289557 1.143725E-04
1.435365 1.289556 1.146673E-04
1.435564 1.289555 1.157666E-04
1.435763 1.289554 1.170712E-04
1.435962 1.289554 1.184614E-04
1.436161 1.289554 1.184465E-04
1.436360 1.289553 1.192521E-04
1.436559 1.289552 1.201986E-04
1.436758 1.289550 1.207072E-04
1.436957 1.289550 1.229143E-04
1.437156 1.289549 1.233132E-04
1.437355 1.289548 1.237987E-04
1.437554 1.289547 1.250623E-04
1.437754 1.289546 1.254488E-04
1.437953 1.289545 1.272981E-04
1.438153 1.289545 1.281183E-04
1.438352 1.289544 1.292942E-04
1.438552 1.289543 1.307469E-04
1.438751 1.289542 1.315227E-04
1.438951 1.289541 1.322321E-04
1.439151 1.289540 1.334988E-04
1.439350 1.289540 1.345695E-04
1.439550 1.289539 1.359029E-04
1.439750 1.289538 1.373550E-04
1.439950 1.289537 1.384492E-04
1.440150 1.289537 1.396374E-04
1.440350 1.289536 1.402461E-04
1.440550 1.289535 1.415013E-04
1.440750 1.289534 1.434046E-04
1.440950 1.289534 1.441496E-04
1.441151 1.289533 1.453063E-04
1.441351 1.289532 1.463387E-04
1.441552 1.289531 1.471657E-04
1.441752 1.289530 1.484441E-04
1.441952 1.289529 1.499956E-04
1.442153 1.289529 1.512670E-04
1.442354 1.289528 1.525939E-04
1.442554 1.289527 1.540337E-04
1.442755 1.289526 1.550088E-04
1.442956 1.289526 1.562729E-04
1.443157 1.289525 1.580973E-04
1.443357 1.289524 1.594269E-04
1.443558 1.289523 1.607797E-04
1.443759 1.289523 1.622386E-04
1.443960 1.289522 1.638834E-04
1.444162 1.289522 1.650464E-04
1.444363 1.289521 1.660714E-04
1.444564 1.289520 1.672084E-04
1.444765 1.289519 1.691162E-04
1.444966 1.289519 1.706997E-04
1.445168 1.289518 1.721390E-04
1.445369 1.289517 1.733936E-04
1.445571 1.289517 1.751190E-04
1.445772 1.289516 1.763692E-04
1.445974 1.289516 1.781959E-04
1.446176 1.289515 1.796113E-04
1.446377 1.289515 1.802868E-04
1.446579 1.289514 1.829559E-04
1.446781 1.289514 1.832275E-04
1.446983 1.289513 1.849581E-04
1.447185 1.289512 1.861475E-04
1.447387 1.289511 1.878923E-04
1.447589 1.289511 1.898220E-04
1.447791 1.289510 1.913150E-04
1.447993 1.289510 1.928042E-04
1.448196 1.289509 1.946369E-04
1.448398 1.289508 1.968882E-04
1.448600 1.289508 1.982255E-04
1.448803 1.289508 1.997387E-04
1.449005 1.289507 2.015325E-04
1.449207 1.289507 2.028579E-04
1.449410 1.289506 2.047832E-04
1.449613 1.289506 2.063124E-04
1.449815 1.289506 2.072444E-04
1.450018 1.289505 2.088014E-04
1.450221 1.289504 2.111958E-04
1.450424 1.289504 2.128451E-04
1.450627 1.289504 2.144268E-04
1.450830 1.289503 2.158610E-04
1.451033 1.289503 2.179807E-04
1.451236 1.289502 2.201375E-04
1.451439 1.289502 2.213556E-04
1.451642 1.289502 2.231347E-04
1.451845 1.289501 2.253056E-04
1.452049 1.289501 2.261624E-04
1.452252 1.289500 2.287359E-04
1.452455 1.289500 2.309221E-04
1.452659 1.289500 2.321762E-04
1.452862 1.289500 2.341842E-04
1.453066 1.289500 2.362452E-04
1.453270 1.289500 2.377254E-04
1.453474 1.289499 2.396116E-04
1.453677 1.289499 2.413445E-04
1.453881 1.289499 2.425130E-04
1.454085 1.289498 2.450190E-04
1.454289 1.289498 2.465151E-04
1.454493 1.289498 2.490854E-04
1.454697 1.289498 2.506273E-04
1.454901 1.289498 2.530455E-04
1.455105 1.289498 2.550918E-04
1.455309 1.289498 2.565655E-04
1.455514 1.289498 2.580760E-04
1.455718 1.289498 2.598816E-04
1.455922 1.289497 2.620117E-04
1.456127 1.289497 2.644710E-04
1.456331 1.289497 2.660061E-04
1.456536 1.289497 2.680884E-04
1.456741 1.289497 2.697607E-04
1.456945 1.289497 2.717623E-04
1.457150 1.289497 2.743798E-04
1.457355 1.289498 2.762086E-04
1.457560 1.289498 2.774762E-04
1.457765 1.289498 2.797950E-04
1.457970 1.289498 2.814964E-04
1.458175 1.289498 2.831577E-04
1.458380 1.289498 2.853061E-04
1.458585 1.289498 2.877549E-04
1.458790 1.289498 2.894350E-04
1.458995 1.289498 2.914446E-04
1.459201 1.289498 2.935923E-04
1.459406 1.289499 2.956319E-04
1.459611 1.289499 2.972396E-04
1.459817 1.289499 2.995847E-04
1.460023 1.289499 3.024148E-04
1.460228 1.289500 3.037985E-04
1.460434 1.289500 3.050890E-04
1.460639 1.289500 3.079888E-04
1.460845 1.289500 3.097954E-04
1.461051 1.289501 3.122422E-04
1.461257 1.289501 3.136859E-04
1.461463 1.289502 3.164740E-04
1.461669 1.289502 3.187072E-04
1.461875 1.289503 3.198704E-04
1.462081 1.289503 3.220870E-04
1.462287 1.289503 3.238172E-04
1.462494 1.289504 3.269407E-04
1.462700 1.289505 3.290975E-04
1.462906 1.289505 3.299880E-04
1.463113 1.289505 3.329562E-04
1.463319 1.289506 3.349102E-04
1.463526 1.289507 3.368842E-04
1.463732 1.289508 3.393329E-04
1.463939 1.289508 3.399307E-04
1.464146 1.289508 3.428179E-04
1.464352 1.289509 3.449236E-04
1.464559 1.289510 3.473133E-04
1.464766 1.289511 3.495448E-04
1.464973 1.289511 3.512255E-04
1.465180 1.289512 3.534020E-04
1.465387 1.289513 3.560022E-04
1.465594 1.289514 3.578423E-04
1.465802 1.289515 3.601072E-04
1.466009 1.289516 3.616498E-04
1.466216 1.289516 3.625547E-04
1.466423 1.289517 3.660823E-04
1.466631 1.289518 3.677365E-04
1.466838 1.289519 3.691578E-04
1.467046 1.289520 3.713042E-04
1.467253 1.289521 3.728942E-04
1.467461 1.289522 3.756634E-04
1.467669 1.289523 3.770627E-04
1.467877 1.289524 3.787719E-04
1.468084 1.289525 3.816944E-04
1.468292 1.289526 3.831097E-04
1.468500 1.289527 3.846666E-04
1.468708 1.289528 3.873446E-04
1.468916 1.289529 3.895640E-04
1.469124 1.289530 3.911988E-04
1.469333 1.289531 3.930641E-04
1.469541 1.289533 3.950943E-04
1.469749 1.289534 3.967655E-04
1.469957 1.289535 3.987393E-04
1.470166 1.289536 4.004073E-04
1.470374 1.289537 4.025074E-04
1.470583 1.289538 4.043248E-04
1.470791 1.289540 4.058870E-04
1.471000 1.289541 4.085362E-04
1.471209 1.289542 4.099464E-04
1.471418 1.289544 4.121398E-04
1.471626 1.289545 4.133634E-04
1.471835 1.289546 4.157512E-04
1.472044 1.289548 4.175631E-04
1.472253 1.289549 4.190895E-04
1.472462 1.289551 4.206434E-04
1.472671 1.289552 4.226050E-04
1.472881 1.289554 4.241603E-04
1.473090 1.289555 4.257505E-04
1.473299 1.289556 4.283822E-04
1.473509 1.289558 4.298479E-04
1.473718 1.289560 4.311489E-04
1.473927 1.289561 4.328125E-04
1.474137 1.289563 4.343913E-04
1.474347 1.289564 4.358650E-04
1.474556 1.289566 4.374878E-04
1.474766 1.289567 4.393353E-04
1.474976 1.289569 4.407104E-04
1.475186 1.289571 4.427212E-04
1.475396 1.289572 4.437032E-04
1.475606 1.289574 4.453451E-04
1.475816 1.289575 4.476048E-04
1.476026 1.289577 4.489094E-04
1.476236 1.289579 4.506215E-04
1.476446 1.289581 4.520995E-04
1.476656 1.289583 4.530107E-04
1.476866 1.289585 4.542000E-04
1.477077 1.289586 4.557178E-04
1.477287 1.289588 4.574674E-04
1.477498 1.289590 4.586293E-04
1.477708 1.289592 4.604736E-04
1.477919 1.289594 4.609600E-04
1.478130 1.289595 4.619664E-04
1.478340 1.289597 4.638263E-04
1.478551 1.289599 4.648496E-04
1.478762 1.289600 4.663457E-04
1.478973 1.289602 4.680956E-04
1.479184 1.289605 4.691417E-04
