hudgins1993
40
pe
wavel  n  k
2.7498212616  1.1597  0.0034297
2.7469508845  1.1628  0.0032313
2.7440111956  1.1658  0.0030267
2.7411529289  1.1688  0.0033693
2.7382256298  1.1714  0.0047422
2.7353045762  1.1731  0.0060236
2.7324644097  1.1742  0.0072306
2.7295556283  1.1744  0.0083385
2.7267273818  1.1744  0.0072342
2.7238307956  1.1748  0.0061715
2.7210143942  1.1758  0.0035601
2.7181299266  1.1777  0.0016155
2.7152515681  1.1801  0.00026578
2.7124528711  1.1823  0.0
2.7095865171  1.1843  0.0
2.7067994803  1.1864  0.0
2.7039450558  1.1882  0.0
2.7011696064  1.19  0.0
2.6983270372  1.1919  0.0
2.6954904445  1.1938  0.0
2.6927323155  1.1956  0.0
2.6899074672  1.1972  0.0
2.687160746  1.1988  0.0
2.6843475693  1.2004  0.0
2.6815402767  1.2019  0.0
2.6788106081  1.2034  0.0
2.6760148786  1.2048  0.0
2.6732964418  1.2061  0.0
2.6705122042  1.2076  0.0
2.6678049301  1.2088  0.0
2.6650321136  1.21  0.0
2.6622650551  1.2112  0.0
2.6595744681  1.2125  0.0
2.6568187253  1.2136  0.0
2.65413913  1.2146  0.0
2.6513946336  1.2157  0.0
2.6487259628  1.2169  0.0
2.6459926441  1.218  0.0
2.6432649609  1.2189  0.0
2.6406126221  1.22  0.0
2.6378960141  1.2211  0.0
2.6352544338  1.2222  0.0
2.6325488338  1.2232  0.0
2.6298487837  1.2241  0.0
2.6272232877  1.225  0.0
2.6245341452  1.2258  0.0
2.6219192449  1.2266  0.0
2.619240944  1.2274  0.0
2.6166365753  1.2284  0.0
2.6139690506  1.2293  0.0
2.6113069591  1.2302  0.0
2.6087183367  1.2309  0.0
2.6060669238  1.2319  0.0
2.6034886748  1.2328  0.0
2.6008478764  1.2334  0.0
2.5982799387  1.2341  0.0
2.5956496911  1.2347  0.0
2.5930247634  1.2355  0.0
2.5904722431  1.2362  0.0
2.5878577713  1.2368  0.0
2.5853154085  1.2377  0.0
2.5827113304  1.2384  0.0
2.5801124929  1.2391  0.0
2.5775853181  1.2398  0.0
2.5749967813  1.2405  0.0
2.5724796131  1.2411  0.0
2.5699013158  1.2417  0.0
2.567394095  1.2424  0.0
2.5648259766  1.243  0.0
2.5622629907  1.2436  0.0
2.5597706446  1.2441  0.0
2.5572177471  1.2446  0.0
2.5547352017  1.2454  0.0
2.5521923332  1.2461  0.0
2.5497195309  1.2466  0.0
2.5471866324  1.2471  0.0
2.5446587613  1.2476  0.0
2.5422005288  1.248  0.0
2.5396825397  1.2487  0.0
2.5372339076  1.2493  0.0
2.5347257427  1.2499  0.0
2.5322225317  1.2505  0.0
2.5297882567  1.2509  0.0
2.5272947837  1.2513  0.0
2.5248699692  1.2519  0.0
2.5223861773  1.2525  0.0
2.5199707683  1.253  0.0
2.5174966014  1.2534  0.0
2.515027288  1.2539  0.0
2.5126259454  1.2543  0.0
2.510166173  1.255  0.0
2.5077740997  1.2557  0.0
2.5053238131  1.2562  0.0
2.5029409556  1.257  0.0
2.5005001  1.2576  0.0
